doc,summarizer,random_score
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,RNES,-1.5511431616015674
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,T5,0.2746078901211169
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,Unified-ext-abs,-0.44720331722107426
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,abssentrw,-0.8455939048876816
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,neusum,-2.664150317282429
dm-test-0783c68a744df6afa009d16e72709f2b4d90dea1,PG,1.0246595078607634
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,BART,-1.5762724037660005
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,BanditSum,-0.5509515245751033
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Bottom-Up,-0.5525643181429706
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Closed book decoder,0.7327848913367554
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,GPT-2 (zero shot),-0.5725376318462636
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Improve-abs,-1.2734556390151983
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,LEAD-3,-0.1606970526414282
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,ROUGESal,-0.7450433677278134
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Multi-task (Ent + QG),1.3944616016843008
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Pegasus,0.4253696735579629
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Pegasus (dynamic mix),-1.5632481114482666
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,RNES,-0.36460180342996146
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,T5,1.6089163546118552
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,Unified-ext-abs,0.46090454010540427
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,abssentrw,0.9278022098700699
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,neusum,-1.5330721812647805
dm-test-096e418a953af86df0d1560bec95bc7bfee2e34b,PG,0.8177264506929236
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,BART,-1.9192495710934985
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,BanditSum,0.04502276303254192
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,Bottom-Up,-1.6995408055522339
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,Closed book decoder,0.3870022653932067
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,GPT-2 (zero shot),-1.2368642109763484
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,Improve-abs,-2.8236146533830913
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,LEAD-3,-0.008202574867331102
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,ROUGESal,-1.4417662693597066
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,Multi-task (Ent + QG),-1.57554150706216
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,Pegasus,0.28451518800652914
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,Pegasus (dynamic mix),0.19633476564294372
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,RNES,0.3458912648191102
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,T5,-0.843749026541695
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,Unified-ext-abs,0.3066005397690865
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,abssentrw,-0.8849245170574079
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,neusum,0.4339276691895191
dm-test-0cd10ad50ceef529d96a255ed12ac9cd001ba9db,PG,-0.6149398996816245
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,BART,2.2427785645970713
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,BanditSum,0.42734964101450174
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Bottom-Up,1.3746683972162523
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Closed book decoder,-0.9442249446736223
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,GPT-2 (zero shot),-1.0375808117139047
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Improve-abs,1.0569096652246879
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,LEAD-3,0.04259703829323203
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,ROUGESal,0.9522077429353955
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Multi-task (Ent + QG),-0.3008754001387431
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Pegasus,-0.19369343462417485
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Pegasus (dynamic mix),0.41013543312877027
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,RNES,-1.278937879650216
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,T5,0.5441834278433576
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,Unified-ext-abs,0.7729724696037834
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,abssentrw,-0.42120763203639905
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,neusum,0.950963463718426
dm-test-0cdd7cdb5d99c36f25f1f4fa0e962d558f7ff07b,PG,-1.4521235842171725
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,BART,-0.2864859868334371
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,BanditSum,-0.8383274542285589
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Bottom-Up,-1.6933491001916285
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Closed book decoder,1.0469824531365015
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,GPT-2 (zero shot),1.1870733656673491
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Improve-abs,2.334430281955936
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,LEAD-3,1.0115329954538452
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,ROUGESal,-0.661769975900536
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Multi-task (Ent + QG),-0.9703206627770411
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Pegasus,0.461305434787438
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Pegasus (dynamic mix),-0.6012062864929412
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,RNES,0.4363951044540633
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,T5,0.6617599821860247
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,Unified-ext-abs,-1.983623111274662
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,abssentrw,-1.9353152717229634
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,neusum,1.243918418743641
dm-test-0f0789390d67698283cc87b2e046b5c5cd77edb7,PG,1.9440771282586597
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,BART,0.1429583848080446
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,BanditSum,0.5679165038061711
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Bottom-Up,-0.41747971670336004
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Closed book decoder,0.35245357133956917
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,GPT-2 (zero shot),-1.4029402525216932
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Improve-abs,-0.9982410230108966
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,LEAD-3,-0.903646807157411
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,ROUGESal,0.37636769418429905
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Multi-task (Ent + QG),-1.4446709042980581
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Pegasus,0.8421874205399568
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Pegasus (dynamic mix),-0.8398160583574953
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,RNES,1.0272899582156865
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,T5,0.054111604447825166
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,Unified-ext-abs,-0.6392682918924653
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,abssentrw,0.40894207894573176
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,neusum,0.7965012902468956
dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,PG,-1.4925673120877032
dm-test-14c813567696f4e63a39993c09d4edb454036179,BART,-0.5563882118274598
dm-test-14c813567696f4e63a39993c09d4edb454036179,BanditSum,0.1771926608401661
dm-test-14c813567696f4e63a39993c09d4edb454036179,Bottom-Up,-0.09369987813793326
dm-test-14c813567696f4e63a39993c09d4edb454036179,Closed book decoder,0.4165565791222053
dm-test-14c813567696f4e63a39993c09d4edb454036179,GPT-2 (zero shot),0.39981404170753293
dm-test-14c813567696f4e63a39993c09d4edb454036179,Improve-abs,0.26534504594019487
dm-test-14c813567696f4e63a39993c09d4edb454036179,LEAD-3,-0.8843148439341411
dm-test-14c813567696f4e63a39993c09d4edb454036179,ROUGESal,-1.1050877024283352
dm-test-14c813567696f4e63a39993c09d4edb454036179,Multi-task (Ent + QG),0.014228750258201996
dm-test-14c813567696f4e63a39993c09d4edb454036179,Pegasus,0.7032557761242384
dm-test-14c813567696f4e63a39993c09d4edb454036179,Pegasus (dynamic mix),0.490197171537779
dm-test-14c813567696f4e63a39993c09d4edb454036179,RNES,0.32829777439218416
dm-test-14c813567696f4e63a39993c09d4edb454036179,T5,-1.6196330104309984
dm-test-14c813567696f4e63a39993c09d4edb454036179,Unified-ext-abs,0.6247214091919693
dm-test-14c813567696f4e63a39993c09d4edb454036179,abssentrw,0.40032358842410504
dm-test-14c813567696f4e63a39993c09d4edb454036179,neusum,0.12292320407369171
dm-test-14c813567696f4e63a39993c09d4edb454036179,PG,0.04434365770305687
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,BART,-0.27567049596216936
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,BanditSum,-1.6349600721011293
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Bottom-Up,-0.48475414632777386
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Closed book decoder,1.826772355471661
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,GPT-2 (zero shot),-0.7430549056558354
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Improve-abs,-1.7971125054108907
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,LEAD-3,-0.48223600871092837
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,ROUGESal,-0.7974077003878219
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Multi-task (Ent + QG),-0.7089236017270406
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Pegasus,-1.3025437711399053
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Pegasus (dynamic mix),-0.8227089217694774
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,RNES,1.2267070833383653
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,T5,-0.21701304978604083
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,Unified-ext-abs,-0.9709827372719014
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,abssentrw,-0.7793008893390126
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,neusum,-0.042125979429468545
dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,PG,-0.8782056984046982
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,BART,-1.0266576685185547
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,BanditSum,-0.8550243326000245
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Bottom-Up,-0.8349400731103896
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Closed book decoder,0.6292293407501065
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,GPT-2 (zero shot),0.9337103170453408
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Improve-abs,-0.7728061300705008
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,LEAD-3,1.2654591259300572
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,ROUGESal,0.28274148294389156
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Multi-task (Ent + QG),-1.0210385200603251
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Pegasus,-1.7075162947286067
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Pegasus (dynamic mix),-1.138191486354664
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,RNES,-0.21650729600238677
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,T5,-0.26304119857859326
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,Unified-ext-abs,0.3601009516238153
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,abssentrw,-0.16552023278351555
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,neusum,-1.8147433666505242
dm-test-1747dcd6a007ee97954b6b10cde549bf82f6a4eb,PG,0.011772435982519135
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,BART,1.2648353713946898
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,BanditSum,1.8270099285226398
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Bottom-Up,0.7740296975451122
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Closed book decoder,-0.6967922418429681
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,GPT-2 (zero shot),-0.886909186189211
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Improve-abs,-0.12816034542508598
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,LEAD-3,0.9078793324418962
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,ROUGESal,0.2927784516519668
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Multi-task (Ent + QG),-0.2894205836606772
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Pegasus,-0.14685413667294198
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Pegasus (dynamic mix),-0.022564813723563296
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,RNES,0.002978062720816854
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,T5,0.9660761696380751
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,Unified-ext-abs,-1.4321268919483154
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,abssentrw,-0.15092662438273058
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,neusum,-0.40414402948663775
dm-test-1749a22e2b6facaa057213cb9b33261b319bbd2b,PG,0.6858288679793821
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,BART,-1.5093506933549286
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,BanditSum,1.1697806736611438
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Bottom-Up,0.5651516876695359
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Closed book decoder,0.8705110057723888
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,GPT-2 (zero shot),-0.931626761631711
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Improve-abs,0.08076939096660578
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,LEAD-3,2.145963769848945
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,ROUGESal,-1.0458970577596214
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Multi-task (Ent + QG),-1.3200606442501976
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Pegasus,-0.030456845633546368
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Pegasus (dynamic mix),-0.20089785000964097
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,RNES,-0.8747173110727071
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,T5,-0.6717614675607513
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,Unified-ext-abs,1.9952620807749355
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,abssentrw,0.545946733720006
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,neusum,0.7565308235409072
dm-test-18243373494a1722ddcd162ec67b63dd749633ab,PG,0.2392300287773086
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,BART,0.3915176069465293
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,BanditSum,0.7498436858602255
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Bottom-Up,0.7440422746424861
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Closed book decoder,0.7769863086765963
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,GPT-2 (zero shot),2.5429239030802413
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Improve-abs,-0.9303517873423391
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,LEAD-3,-1.741752752397515
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,ROUGESal,-0.47356890813108454
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Multi-task (Ent + QG),-0.28138716186020685
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Pegasus,0.3695619770368448
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Pegasus (dynamic mix),-1.3846842461313487
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,RNES,0.9720239631261126
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,T5,1.3333081410007523
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,Unified-ext-abs,0.2863194550883522
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,abssentrw,-0.06759280391720651
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,neusum,-0.3355673895117499
dm-test-207df192edc1836250b69d1bc5b9e6a38206eb78,PG,0.9970680206845611
dm-test-2377095dda83df778e34304b7a09813808105d3b,BART,-0.5392765066072586
dm-test-2377095dda83df778e34304b7a09813808105d3b,BanditSum,0.7475403217097893
dm-test-2377095dda83df778e34304b7a09813808105d3b,Bottom-Up,-1.2331782322367408
dm-test-2377095dda83df778e34304b7a09813808105d3b,Closed book decoder,-0.5711005859380546
dm-test-2377095dda83df778e34304b7a09813808105d3b,GPT-2 (zero shot),0.7739285066134199
dm-test-2377095dda83df778e34304b7a09813808105d3b,Improve-abs,0.15392494574316407
dm-test-2377095dda83df778e34304b7a09813808105d3b,LEAD-3,-0.08451618143330948
dm-test-2377095dda83df778e34304b7a09813808105d3b,ROUGESal,-1.136675412411027
dm-test-2377095dda83df778e34304b7a09813808105d3b,Multi-task (Ent + QG),1.356386270428932
dm-test-2377095dda83df778e34304b7a09813808105d3b,Pegasus,1.0602205176199082
dm-test-2377095dda83df778e34304b7a09813808105d3b,Pegasus (dynamic mix),0.3180835231414474
dm-test-2377095dda83df778e34304b7a09813808105d3b,RNES,-1.3758565648220649
dm-test-2377095dda83df778e34304b7a09813808105d3b,T5,0.26914757659152544
dm-test-2377095dda83df778e34304b7a09813808105d3b,Unified-ext-abs,0.41548179984415734
dm-test-2377095dda83df778e34304b7a09813808105d3b,abssentrw,-0.8548075204085219
dm-test-2377095dda83df778e34304b7a09813808105d3b,neusum,0.20748418594478155
dm-test-2377095dda83df778e34304b7a09813808105d3b,PG,-1.5384753323942864
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,BART,-0.3580235497341596
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,BanditSum,-0.6564769698274319
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Bottom-Up,-1.5083156369536228
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Closed book decoder,-0.367896693010031
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,GPT-2 (zero shot),-0.3631114528999261
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Improve-abs,1.1928030953850028
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,LEAD-3,0.03788344141528796
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,ROUGESal,0.18821664998318172
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Multi-task (Ent + QG),0.14784948708305323
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Pegasus,-0.25223182390406623
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Pegasus (dynamic mix),-0.18373588557950984
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,RNES,0.9738503995895285
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,T5,0.25766878827925055
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,Unified-ext-abs,-0.41389099160213827
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,abssentrw,-0.23268561978437413
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,neusum,0.1343958929014251
dm-test-23e8c1d71474d239aa9ae37b9a05031b0054b8ce,PG,0.33708579382056997
dm-test-26e4e19d945cedcb489f28808c730658139c9415,BART,0.3414962700882551
dm-test-26e4e19d945cedcb489f28808c730658139c9415,BanditSum,1.0863728539679331
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Bottom-Up,0.38256710214773265
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Closed book decoder,-0.8040191126548495
dm-test-26e4e19d945cedcb489f28808c730658139c9415,GPT-2 (zero shot),-1.506335177845305
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Improve-abs,0.21096804130665578
dm-test-26e4e19d945cedcb489f28808c730658139c9415,LEAD-3,0.03505145446581041
dm-test-26e4e19d945cedcb489f28808c730658139c9415,ROUGESal,0.9670269549510292
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Multi-task (Ent + QG),-0.3521071135486065
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Pegasus,-0.6029256213346826
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Pegasus (dynamic mix),0.5822129740501967
dm-test-26e4e19d945cedcb489f28808c730658139c9415,RNES,-1.9011873562336503
dm-test-26e4e19d945cedcb489f28808c730658139c9415,T5,-1.1553663313547713
dm-test-26e4e19d945cedcb489f28808c730658139c9415,Unified-ext-abs,0.5605871926172487
dm-test-26e4e19d945cedcb489f28808c730658139c9415,abssentrw,-0.9751032023498123
dm-test-26e4e19d945cedcb489f28808c730658139c9415,neusum,-0.9689878711530504
dm-test-26e4e19d945cedcb489f28808c730658139c9415,PG,0.06233442965222831
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,BART,-1.7847221702244598
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,BanditSum,0.6421998715995858
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Bottom-Up,-0.5432102528562716
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Closed book decoder,0.6357306063960944
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,GPT-2 (zero shot),0.47493621858781704
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Improve-abs,-1.266443903361272
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,LEAD-3,1.7536739508170187
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,ROUGESal,1.061083275727607
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Multi-task (Ent + QG),0.3840189296295683
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Pegasus,-2.1243437638625373
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Pegasus (dynamic mix),1.0337762226152547
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,RNES,0.7816497729813965
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,T5,-0.7099289910559007
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,Unified-ext-abs,0.8703392418644633
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,abssentrw,-0.8347306317945724
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,neusum,-0.7900289193820198
dm-test-2a48112ddee712f2364f128076cb2db555a043b1,PG,-0.3088892457287244
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,BART,0.03599826950515004
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,BanditSum,-0.14873800848542615
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Bottom-Up,1.6038381337254723
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Closed book decoder,-0.32026905404298817
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,GPT-2 (zero shot),1.9213861540412474
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Improve-abs,-0.9357630594949019
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,LEAD-3,-1.3425440340131105
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,ROUGESal,-0.3293076885664176
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Multi-task (Ent + QG),-1.7204326555955356
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Pegasus,-0.6005851850275483
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Pegasus (dynamic mix),0.46223240692922285
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,RNES,2.3726817202659523
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,T5,-0.050110832511247615
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,Unified-ext-abs,1.2836714304547823
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,abssentrw,0.745606004529784
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,neusum,0.2618641074602654
dm-test-2abe0f81f5b22c8a406165717e3bd7fce6fe47c6,PG,0.8074031021069971
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,BART,-1.438231051662226
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,BanditSum,0.6980679498093763
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Bottom-Up,-0.05149367115756692
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Closed book decoder,-0.5269181443424447
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,GPT-2 (zero shot),0.49945377018381887
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Improve-abs,0.5887459082546272
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,LEAD-3,0.46766700146735585
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,ROUGESal,0.7776593283626958
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Multi-task (Ent + QG),0.25187953616084474
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Pegasus,-0.5909136875652317
dm-test-2c37d44d03ce2e91310339d884d33ee5aabf9abc,Pegasus (dynamic mix),1.8735027102808577
